Id,Title,Summary
https://www.wantedly.com/projects/1211743,マネーフォワードケッサイでGo言語でサービス開発したいエンジニア募集！,■募集背景 今回は弊社のコアである企業間後払い決済サービス事業において、技術選定・アーキテクチャ設計・アプリケーション開発などを通じて継続的かつ迅速に提供価値を高めていき、ご利用企業様が安心して取引できるようなサービスづくりをリード...
https://www.wantedly.com/projects/1198346,TypeScript ｜Golang等モダン技術で活躍したいエンジニア募集,■ このポジションの説明 ■ 事業開発責任者やプロジェクトマネージャー、フロント/インフラエンジニアとのコミュニケーションを活発に取りながら、主としてバックエンドのアーキテクチャの設計・実装〜保守運用を担当していただきますが、一定量フ...
https://www.wantedly.com/projects/1302507,魅力的な開発チームで働こう！Go言語でゲームを支えるエンジニア募集！,ゲーム開発事業においてクラウド環境（AWS）を基盤とした、バックエンドサーバー開発のチームメンバーを募集しています。Go言語に習熟した優れたエンジニアや、o11yを意識したバックエンドエンジニアの仲間が、活気に満ちた開発環境で一緒に働...
https://www.wantedly.com/projects/834647,GO言語でリアル×デジタルの新規マーケティングプラットフォーム開発！,新規プロダクトであるオンライン行動データとオフライン行動データを活用したマーケティングプラットフォーム開発に携わっていただきます。 現在、Supershipでは消費者のオフライン行動(位置情報やセンサー情報)とオンライン行動(web閲...
https://www.wantedly.com/projects/849142,Go言語｜タクシーアプリGOのWebアプリケーションエンジニア募集！,# 仕事内容 タクシー事業者向け業務支援管理画面、カスタマーサポート用画面等の開発をお任せします。 単に開発を行うだけではなく、サービスや機能の提案から設計・実装まで UI/UX にこだわってユーザーに新しい価値提供のチャレンジしてく...
https://www.wantedly.com/projects/1199740,DDDで開発を推進！Goに興味があるバックエンドエンジニア募集,■背景 Gaudiyが展開しているコミュニティプラットフォームでは、認証基盤をはじめ、高い信頼性と長期的な運用を前提としたスケーラビリティが求められます。サービスの急成長に伴い、複雑な課題解決に対応するなかで、拡張性が高いとは言い難い...
https://www.wantedly.com/projects/506180,Go言語 + Next.jsで自社SaaSを開発したいエンジニア募集！,ビジネスパーソンが、新しい事業創造やチャレンジにに集中できる世界を技術で作りたい！アルファドライブが現在、計画・設計している新しい自社SaaSの立ち上げを一緒に担ってくれるプロダクト開発エンジニアを募集しています。 決められた仕様を開...
https://www.wantedly.com/projects/632077,言語はGoとPython！自社サービス開発したいエンジニア大募集！,【概要】 コア事業であるECサイトのほか、アプリ開発や社内システムの開発など 多岐に渡ってご活躍いただけるフィールドがあります！ 入社後は、ECの裏側・表側・バリューチェーンに関わるテクノロジー全般の・導入・開発の全般を お願いいた...
https://www.wantedly.com/projects/1305855,クリーンアーキテクチャで作るバックエンドGoエンジニア募集,【利用技術】 ・開発言語 TypeScript / Golang ・OS / ミドルウェア Linux / bullseye ・クラウド基盤 AWS ・サーバレス技術 Amplify / Lambda / ECS on Fargat...
https://www.wantedly.com/projects/336370,東京/ポテンシャル採用/WEBシステム開発のバックエンドエンジニア募集,▼業務内容 BtoC向けWEBアプリのバックエンド開発に携わっていただきます。 ・要件定義から設計・開発・保守まで携わっていただきます。 ・企画と開発者で意思疎通を図りながらサービスの最終リリースまでご担当いただきます。 ▼開...
https://www.wantedly.com/projects/533353,モビリティSaaSやプラットフォームを開発するバックエンドエンジニア募集！,弊社の自社サービスを提供する上でデータ解析の基盤となっている Data Platform の開発・運用、SmartDrive Fleet/Cars/Families といった Data Platform を利用した自社サービス群の開発...
https://www.wantedly.com/projects/791333,新規の0→１フェーズに挑戦！Go言語開発/サーバーサイドエンジニア募集！,新規電子マンガサービス開発にともなうサーバサイドの開発をお願いします。 大量トラフィック処理の効率化や開発、プロダクトのサーバサイドの設計を一から手がけていただきます。 0→１のサービス開発フェーズにチャレンジしてくれるエンジニアを募...
https://www.wantedly.com/projects/609484,自由な働き方で事業サポート！Goエンジニア募集！,Goのエンジニアとしてフルリモート・フルフレックスの自由な環境で経験を活かしませんか？ 働きやすさはもちろんですが、社内にはベンチャーでCTO経験のあるエンジニアやOSSコミッターをはじめ、他にもスタートアップやメガベンチャー出身な...
https://www.wantedly.com/projects/487653,メタバースプラットフォーム開発を加速させるソフトウェアエンジニアを募集中！,クラスター社の ミッション「人類の創造力を加速する」 ビジョン「バーチャル経済圏のインフラをつくる」 の実現には様々な技術の組み合わせが必要になります。 特定のスキルには収まらない、幅広くやりたい！という情熱のあるエンジニアを募集し...
https://www.wantedly.com/projects/346338,GoやgRPC等自ら技術を取り入れプロダクト開発を推進するエンジニア募集,▼募集背景 「Mobile Tech for All（モバイルテクノロジーの民主化）」を実現するためには、新機能の開発に加え、40を超える既存機能の保守・運用をしていく必要があります。 Yappliの導入実績は 600アプリを超え、ユ...
https://www.wantedly.com/projects/644629,TypeScript・AWSでサーバーレス開発をするEdTech企業!,【仕事内容】 教育×ITのサービスを展開するベンチャー企業でバックエンドエンジニアを募集！ 株式会社メイツでは「教育をアップデートする」ことを理念に教育アプリを開発し全国の教育現場に提供しております。 直近では2021年4月に教材アプ...
https://www.wantedly.com/projects/603476,空飛ぶクルマ/ドローン向けシステムのバックエンドエンジニア募集,"【概要】 テラドローン株式会社は、産業ドローンソリューションプロバイダーとして、世界トップクラスのシェアを誇る。大手ゼネコン・建設会社・測量会社等の案件を中心に、ドローン測量実績は1,200回以上。海外でも石油・ガス、電力、マイニング..."
https://www.wantedly.com/projects/1325086,Go言語｜億単位のデータ量に耐え得るプロダクトの開発リードを経験できます！,「つまらない常識を革め、おもしろく生きる人を世界中に」をパーパスに、オンラインでもリアルでもより価値ある接客が可能となり、スタッフさんがもっと評価される文化をつくり、「好きな仕事を続けていくことが難しい」という課題を解決するサービス「...
https://www.wantedly.com/projects/1329169,ビジネス英会話をオンラインで。メイン事業の開発エンジニアWANTED！,弊社のメイン事業でもあるビジネス特化型オンライン英会話『Bizmates』のサービス企画/設計～コーディングまで、開発業務全般をお任せします。 英語教育×テクノロジーで急成長中の『Bizmates』のプロダクト開発を更に加速し、売上...
